"Story","Title","Result","Date","Stability","Duration (s)"
"Reservar hotel por medio del portal travelocity","Ana desea comprar reservar un hotel por medio del portal travelocity","PENDING","2021-03-20T19:39:45.711-05:00[America/Bogota]","0.0","0.09"
