"Story","Title","Result","Date","Stability","Duration (s)"
"Reservar hotel por medio del portal travelocity","Ana desea comprar reservar un hotel por medio del portal travelocity","SUCCESS","2021-03-20T19:59:39.102-05:00[America/Bogota]","0.0","9.28"
